Source;Target;cri_comp;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;cft_duration;w_name;w_nuts;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_empl_cat
CZ44992785;CZ46975616;0,34053;Statutární město Brno;CZ0642;4;45231300-8;8;0;CZ064;1;Rekonstrukce inženýrských sítí MČ Brno - Řečkovice;425;D.I.S., spol. s r.o.;CZ0642;czechr;23-Mar-09;2009;1324743,8;1;open;price plus quality;regional/local ;500<x
CZ00299308;CZ60838744;0,34048;Statutární město Olomouc;CZ0712;11;45233100-0;2;0;CZ071;0;Opravy vozovek a chodníků 1. etapa;152;STRABAG  a.s.;CZ0100;czechr;7-Sep-09;2009;61551,968;1;open;price plus quality;regional/local ;100<x<=500
CZ00000582;CZ47784776;0,3404;Vojenská lázeňská a rekreační zařízení;CZ0100;3;45111100-9;1;0;CZ042;0;Stavební úpravy LD Judita - VLL Teplice;139;Stavební firma NAO s. r. o.;CZ0426;czechr;2-Jan-09;2009;2306978,2;1;open;lowest price;supported body/soe ;500<x
CZ00297615;CZ64617874;0,34029;Město Rychvald;CZ0803;7;45214800-8;1;1;;1;CZ.1.10/3.2.00/01.00200 - Nástavba a přístavba MŠ č.p. 1500 v Rychvaldě;;STAMONT - POZEMNÍ STAVITELSTVÍ s.r.o.;CZ0806;czechr;14-Apr-09;2009;280249,81;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00260177;CZ45359164;0,33997;Město Stříbro;CZ0327;5;45233000-9;3;1;;0;Místní komunikace ve Stříbře;;Silnice Horšovský Týn a. s.;CZ0321;czechr;3-Jul-09;2009;201113,85;0;negotiation;price plus quality;regional/local ;25<x<=50
CZ00246433;CZ45028249;0,33992;Město České Velenice;CZ0313;4;45214200-2;1;1;;1;MODERNIZACE MŠ NA SADECH PRO ZLEPŠENÍ PŘEDŠKOLNÍ PÉČE;;Jaroslav Jabůrek;CZ0313;czechr;21-Aug-09;2009;263457,25;0;negotiation;lowest price;regional/local ;25<x<=50
CZ44992785;CZ25524241;0,3399;Statutární město Brno;CZ0642;3;45454100-5;6;1;CZ064;0;KOUZELNÝ SVĚT ANIMACE - MUZEUM LOUTEK - LOUTKOVÉ DIVADLO RADOST - III. etapa;;KOMFORT,a.s.;CZ0642;czechr;24-Nov-09;2009;1351061,8;1;open;price plus quality;regional/local ;500<x
CZ65993390;CZ25253361;0,33988;Ředitelství silnic a dálnic ČR;CZ0100;5;45221110-6;2;0;CZ052;0;I/37 most ev.č. 37-002 Trutnov, Bojiště;210;Chládek a Tintěra, Pardubice a.s.;CZ0532;czechr;4-Dec-09;2009;1573762,3;1;invitation;price plus quality;supported body/soe ;500<x
CZ00020478;CZ00090450;0,33986;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;13;45233000-9;4;1;CZ063;1;Rekonstrukce polní cesty Milíčov II - Na Rovném;91;Krajská správa a údržba silnic Vysočiny, příspěvkov;CZ0632;czechr;24-Jul-09;2009;115182,37;1;open;price plus quality;national ;500<x
CZ61781797;CZ18251129;0,33976;Střední škola zemědělská a potravinářská, Klat;CZ0322;16;45214310-6;4;0;CZ032;1;Centrum odborného výcviku a celoživotního vzdělávání v potravinářských a navazujících oborech;609;TAZATA, spol. s r.o.;CZ0327;czechr;10-Apr-09;2009;1051010,9;1;open;price plus quality;supported body/soe ;25<x<=50
CZ00845451;CZ25864092;0,33974;Statutární město Ostrava;CZ0806;6;45223200-8;5;0;;0;Stavební úpravy – rekonstrukce chodníku nám. J. Gagarina – Slezskoostravská radnice;;STAVIA - silniční stavby, a.s.;CZ0806;czechr;30-Jan-09;2009;421945,39;0;negotiation;price plus quality;regional/local ;500<x
CZ00020478;CZ45192286;0,33972;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;14;45233123-7;1;1;CZ041;1;Polní cesta 8 a záchytný kanál v k. ú. Doubrava u Lipové a PC 1, 2 v k. ú. Tři Sekery u Kynžvartu;340;ALPINE Bau CZ s.r.o.;CZ0723;czechr;14-Aug-09;2009;146317,7;1;open;lowest price;national ;500<x
CZ00020478;CZ64830551;0,33965;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;12;45233123-7;1;1;CZ041;1;Polní cesta 6 v k. ú. Starý Hrozňatov a polní cesty 1, 2 a 4 v k. ú. Lázně Kynžvart;340;EUROVIA Silba, a. s.;CZ0323;czechr;3-Aug-09;2009;143065,86;1;open;lowest price;national ;500<x
CZ70939659;CZ60838744;0,33961;REGION ORLICKO-TŘEBOVSKO;CZ0534;9;45233162-2;6;1;CZ053;;Cyklostezka Bezpráví – Choceň, reg. číslo CZ.1.13/1.2.00/06.00410;321;STRABAG  a.s.;CZ0100;czechr;5-Jun-09;2009;658493,63;1;open;price plus quality;regional/local ;missing
CZ00020478;CZ26177005;0,33923;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;9;45233000-9;4;1;CZ063;1;Rekonstrukce polní cesty Mirošov - Jedlov;91;COLAS CZ, a.s.;CZ0100;czechr;17-Jul-09;2009;96330,943;1;open;price plus quality;national ;500<x
CZ00268861;CZ49618555;0,33914;Město Chlumec nad Cidlinou;CZ0521;5;45212200-8;1;0;;0;Rekonstrukce sportovního areálu pod Sokolovnou - I. a II. etapa;;Sport-Technik Bohemia s.r.o.;CZ0100;czechr;22-May-09;2009;234079,07;0;negotiation;lowest price;regional/local ;25<x<=50
CZ61924059;CZ42756120;0,33905;Vyšší odborná škola, Střední průmyslová škola;CZ0205;4;45214200-2;4;1;;;Stavební úpravy suterénu;360;KOMPRES, spol. s r.o.;CZ0204;czechr;22-Sep-09;2009;99214,192;1;negotiation;price plus quality;supported body/soe ;25<x<=50
CZ00020451;CZ63217139;0,33897;Zemědělská vodohospodářská správa;CZ0642;4;45240000-1;1;0;;0;Revitalizace Malostranského potoka;;BAUSET CZ, a.s.;CZ0532;czechr;7-Aug-09;2009;528050,98;0;negotiation;lowest price;national ;25<x<=50
CZ00273571;CZ27742741;0,33895;Město Holice;CZ0532;6;45231300-8;1;0;;0;Kamenec - vodovod a komunikace;;PROFISTAV Litomyšl, a.s.;CZ0533;czechr;8-Dec-09;2009;224401,57;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00020478;CZ28543815;0,33884;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;10;45233000-9;1;0;CZ031;0;Rekonstrukce polních cest Tábor;;Stavby silnic a železnic, s.r.o.;;czechr;16-Jan-09;2009;200731,08;1;open;lowest price;national ;500<x
CZ00283592;CZ41603281;0,33875;OBEC STAROVIČKY;CZ0644;5;45232420-2;4;1;;1;Starovičky - ČOV a rekonstrukce kanalizace;;EUROVIA Brno, s.r.o.;CZ0642;czechr;24-Nov-09;2009;2418940,4;0;invitation;price plus quality;regional/local ;<=10
CZ00233242;CZ26693054;0,33846;Město  Hořovice;CZ0202;9;45214200-2;3;1;;0;„Modernizace Gymnázia Václava Hraběte v Hořovicích“ a „Modernizace 2. základní školy Hořovice“;;KAZIKO a.s.;CZ0100;czechr;13-Nov-09;2009;135341,28;0;open;price plus quality;regional/local ;25<x<=50
CZ00239607;CZ18198627;0,33844;Město Pečky;CZ0204;6;45453100-8;2;1;;0;Rekonstrukce Základní umělecké školy Pečky;;JMA stavební, spol. s r.o.;CZ0632;czechr;28-Aug-09;2009;563761,25;0;negotiation;price plus quality;regional/local ;25<x<=50
CZ00288055;CZ25374311;0,33835;Obec Brodek u Konice;CZ0713;10;45232420-2;3;1;;0;Splašková kanalizace a ČOV v obci Brodek u Konice;;INSTA CZ s.r.o.;CZ0712;czechr;4-Dec-09;2009;2552846,7;0;open;price plus quality;regional/local ;<=10
CZ00240117;CZ61677272;0,33817;Město Čelákovice;CZ0209;8;45233162-2;1;0;;0;Čelákovice cyklostezka s mostem - I. etapa cyklostezka podél Labe;;TANNACO, a.s.;CZ0208;czechr;4-Dec-09;2009;198750,39;0;negotiation;lowest price;regional/local ;25<x<=50
CZ18954367;CZ46154477;0,33814;Ing. Ilja Miovský;CZ0801;3;45246200-5;1;1;;0;Obnova vodní nádrže v k.ú. Osoblaha;;Ing. Pavel Dokoupil;CZ0801;czechr;31-Jul-09;2009;259752,88;0;negotiation;lowest price;other/private ;<=10
CZ00272949;CZ16277481;0,33813;Město Police nad Metují;CZ0523;8;45210000-2;1;0;;0;"Zástavba RD Pod Klůčkem"" k.ú. Velká Ledhuje""";;František Svoboda;CZ0523;czechr;23-Oct-09;2009;197392,32;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00240117;CZ25117947;0,33809;Město Čelákovice;CZ0209;3;45232400-6;2;0;;0;Rekonstrukce dešťové kanalizace - ul. Kostelní, Čelákovice;;ZEPRIS s.r.o.;CZ0100;czechr;4-Dec-09;2009;148433,12;0;negotiation;price plus quality;regional/local ;25<x<=50
CZ00296317;CZ25391810;0,338;Město Rýmařov;CZ0801;2;45214200-2;1;1;;1;Stavební úpravy 2. budovy ZŠ Rýmařov;;RÝMSTAV CZ spol. s r.o.;CZ0801;czechr;3-Jul-09;2009;195020,24;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00020478;CZ25233866;0,33798;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;13;45233123-7;1;1;CZ041;1;Polní cesta 8 a záchytný kanál v k. ú. Doubrava u Lipové a PC 1, 2 v k. ú. Tři Sekery u Kynžvartu;340;bss BÁŇSKÁ STAVEBNÍ SPOLEČNOST s.r.o.;CZ0413;czechr;14-Aug-09;2009;89219,584;1;open;lowest price;national ;500<x
CZ70947023;CZ45192286;0,33796;Krajská správa a údržba silnic Karlovarského kraje;CZ0413;7;45233140-2;1;0;;0;III/21041 Rekonstrukce silnice Rotava, opěrné zdi;;ALPINE Bau CZ s.r.o.;CZ0723;czechr;3-Jul-09;2009;735004,57;0;open;lowest price;supported body/soe ;10<x<=25
CZ25978641;CZ45537186;0,33794;Rokytnická voda, s. r. o.;CZ0524;4;45232400-6;2;1;;;„Rekonstrukce ČOV Rokytnice v Orlických horách a dostavba kanalizace“;;V A K S T A V   spol. s r. o. Jablonné n. Orlicí;CZ0534;czechr;24-Apr-09;2009;622332,88;0;negotiation;price plus quality;supported body/soe ;<=10
CZ00297615;CZ25378147;0,33792;Město Rychvald;CZ0803;13;45233160-8;1;0;;0;Komunikace pro pěší na ul. Michálkovická v Rychvaldě (3. etapa);;ODS-Dopravní stavby Ostrava, a.s.;CZ0806;czechr;3-Jul-09;2009;192462,13;0;negotiation;lowest price;regional/local ;25<x<=50
CZ61924059;CZ42756120;0,33784;Vyšší odborná škola, Střední průmyslová škola;CZ0205;4;45214200-2;4;1;;;Stavební úpravy a pudní vestavba;120;KOMPRES, spol. s r.o.;CZ0204;czechr;22-Sep-09;2009;70513,457;1;negotiation;price plus quality;supported body/soe ;25<x<=50
CZ27044921;CZ18200010;0,33761;BORS CLUB o.s.;CZ0644;3;45212000-6;4;0;CZ064;1;Rekonstrukce sportovně relaxačního centra;166;Bas s.r.o.;CZ0645;czechr;24-Jul-09;2009;588812,56;1;open;price plus quality;other/private ;<=10
CZ60680369;CZ26921677;0,3376;Gymnázium T. G. Masaryka, Hustopeče, Dukelské námě;CZ0644;12;45212222-8;3;0;;1;Výstavba tělocvičny;;STAVIMAL s.r.o.;CZ0643;czechr;13-May-09;2009;611690,59;0;negotiation;price plus quality;supported body/soe ;10<x<=25
CZ48333841;CZ26385759;0,33724;Domov pro osoby se zdravotním postižením Stod, pří;CZ0324;10;45211350-7;1;1;;0;Sociálně terapeutické centrum DOZP Stod;;MIRAS - stavitelství a sanace s.r.o.;CZ0323;czechr;9-Nov-09;2009;1267878,1;0;open;lowest price;supported body/soe ;50<x<=100
CZ00256552;CZ63508851;0,33721;Město Dobřany;CZ0324;6;45454100-5;1;0;;0;" Rekonstrukce objektu ZUŠ """"";;MS MONT s.r.o.;CZ0100;czechr;13-May-09;2009;615780,81;0;negotiation;lowest price;regional/local ;25<x<=50
CZ44992785;CZ12177288;0,3372;Statutární město Brno;CZ0642;5;45316212-4;4;0;;0;Rekonstrukce a výstavba SSZ, část 9;;Jan Veselý;CZ0642;czechr;17-Jul-09;2009;283781,24;0;negotiation;price plus quality;regional/local ;500<x
CZ00252921;CZ45021309;0,3371;MĚSTO SOBĚSLAV;CZ0317;5;45212172-2;6;0;CZ031;1;Rekreační a relaxační areál v Soběslavi;425;Spilka a Říha s.r.o.;CZ0317;czechr;5-Oct-09;2009;2526046,6;1;invitation;price plus quality;regional/local ;25<x<=50
CZ00296481;CZ25357603;0,33698;Město Zlaté Hory;CZ0711;7;45454100-5;1;1;;0;Multifunkční volnočasové centrum Zlaté Hory;;CONE - STAVITELSTVÍ, a.s.;CZ0806;czechr;7-May-09;2009;512043,3;0;open;lowest price;regional/local ;25<x<=50
CZ00075779;CZ45357269;0,33695;Správa a údržba silnic Kralovice;CZ0325;8;45233140-2;1;0;;0;III/2313 Jarov - Žichlice;;BERGER BOHEMIA a. s.;CZ0323;czechr;16-Jun-09;2009;703804,56;0;negotiation;lowest price;supported body/soe ;<=10
CZ00241318;CZ26119374;0,33695;OBEC JESENICE;CZ020A;5;45214100-1;3;0;CZ020;0;Jesenice – Nový pavilon školky a rekonstrukce kuchyně – stavební práce;394;NOVERA spol. s r.o.;CZ020A;czechr;25-Sep-09;2009;1261021;1;invitation;price plus quality;regional/local ;25<x<=50
CZ42196451;CZ25335545;0,33693;Lesy České republiky, s.p.;CZ0521;3;45246000-3;4;0;;0;0dstranění povodňových škod Zahořanský ( Okrouhlovský );;PROLES s.r.o.;CZ0642;czechr;30-Jan-09;2009;51844,313;0;open;price plus quality;supported body/soe ;500<x
CZ00248789;CZ25168576;0,33691;Město Pacov;CZ0633;5;45211350-7;1;0;;1;Víceúčelový sportovně kulturní areál Roučkovice;;E+J CZECH, spol. s r.o.;CZ0100;czechr;24-Apr-09;2009;164855;0;negotiation;lowest price;regional/local ;25<x<=50
CZ27483100;CZ15030741;0,3367;Technické služby Města Bystré s.r.o.;CZ0533;2;45000000-7;5;0;;1;ROZŠÍŘENÍ A REKULTIVACE SKLÁDKY ODPADŮ S-OO3 BYSTRÉ;;AGILE spol. s r.o.;CZ0534;czechr;19-Mar-09;2009;512401,71;0;negotiation;price plus quality;supported body/soe ;<=10
CZ44992785;CZ48029483;0,33669;Statutární město Brno;CZ0642;5;45316212-4;4;0;;0;Rekonstrukce a výstavba SSZ, část 12;;AŽD Praha s.r.o.;CZ0100;czechr;23-Jan-09;2009;261359,19;0;negotiation;price plus quality;regional/local ;500<x
CZ00020478;CZ45358800;0,33654;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;12;45233123-7;1;1;CZ041;1;Polní cesta 6 v k. ú. Starý Hrozňatov a polní cesty 1, 2 a 4 v k. ú. Lázně Kynžvart;340;STAMOZA, společnost s ručením omezeným;CZ0411;czechr;3-Aug-09;2009;59370,923;1;open;lowest price;national ;500<x
CZ00075779;CZ48035599;0,33651;Správa a údržba silnic Kralovice;CZ0325;8;45233140-2;1;0;;0;III/1804 H. Bříza - Obora;;SWIETELSKY stavební s.r.o.;CZ0311;czechr;15-Jun-09;2009;656464,44;0;negotiation;lowest price;supported body/soe ;<=10
CZ00294136;CZ25303660;0,33651;MĚSTO BYSTŘICE NAD PERNŠTEJNEM;CZ0635;3;45211360-0;1;1;;1;Centrální sběrný dvůr města Bystřice nad Pernštejnem;;TS města a.s.;CZ0635;czechr;8-Dec-09;2009;152928,35;0;negotiation;lowest price;regional/local ;25<x<=50
CZ45274649;CZ25696882;0,33641;ČEZ, a. s.;CZ0100;2;45259000-7;0;0;CZ042;0;Oprava elektrostatického elektroodlučovače - elektrodový systém bloku č. 4;102;ZVVZ-Enven Engineering, a.s.;CZ0314;czechr;29-May-09;2009;579202,39;1;negotiation;missing;supported body/soe ;500<x
CZ00005886;CZ27375021;0,33639;Dopravní podnik hl.m. Prahy ,akciová společnost;CZ0100;3;45312100-8;5;0;CZ010;0;Provedení protipožárních opatření ve vybraných objektech metra;;DKNV stavební, s.r.o.;CZ0100;czechr;21-Apr-09;2009;1552545,3;1;open;price plus quality;supported body/soe ;500<x
CZ00020478;CZ25018094;0,33619;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;8;45233000-9;1;0;CZ031;;Rekonstrukce polních cest Tábor;;SaM silnice a mosty a.s.;CZ0511;czechr;16-Jan-09;2009;94818,483;1;open;lowest price;national ;500<x
CZ00237442;CZ26768607;0,33575;Město Benátky nad Jizerou;CZ0207;4;45454100-5;2;0;;0;Rekonstrukce a přístavba domu č. p. 432 na mateřskou školku;;CL-EVANS s.r.o.;CZ0511;czechr;19-Feb-09;2009;368671,45;0;negotiation;price plus quality;regional/local ;25<x<=50
CZ00240923;CZ25335545;0,33568;Městská část Praha 21;CZ0100;10;45000000-7;1;0;;0;Rekonstrukce Blatovského rybníka, ul. Budčická Praha 9, parc.č. 779;;PROLES s.r.o.;CZ0642;czechr;10-Feb-09;2009;116459,52;0;open;lowest price;regional/local ;25<x<=50
CZ00294136;CZ65276507;0,33541;MĚSTO BYSTŘICE NAD PERNŠTEJNEM;CZ0635;5;45211360-0;1;0;;0;Snížení energetické náročnosti bytových domů v Bystřici nad Pernštejnem;;PKS MONT, a.s.;CZ0635;czechr;27-Nov-09;2009;128404,05;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00245585;CZ46342796;0,33534;MĚSTO TÝN NAD VLTAVOU;CZ0311;3;45454100-5;1;0;CZ031;0;Dokončení rekonstrukce společenského domu SOKOLOVNA v Týně nad Vltavou;;OHL ŽS, a.s.;CZ0642;czechr;9-Jan-09;2009;2149924,5;1;open;lowest price;regional/local ;25<x<=50
CZ00260096;CZ14704641;0,3351;Město Planá;CZ0327;5;45212350-4;3;0;;0;Planá č.p. 56, Rekonstrukce objektu na knihovnu;;B K V  Stavební společnost s r.o.;CZ0327;czechr;29-May-09;2009;314217,9;0;missing/error;price plus quality;regional/local ;25<x<=50
CZ60460580;CZ25284959;0,33503;Armádní Servisní, příspěvková organizace;CZ0100;3;45000000-7;3;0;;;RYBNÍK RADOSTNÝ U BECHYNĚ;;INSTAV Hlinsko a.s.;CZ0531;czechr;18-Sep-09;2009;792865,66;0;negotiation;price plus quality;supported body/soe ;50<x<=100
CZ00270903;CZ00531766;0,33502;Město Skuteč;CZ0531;18;45212225-9;1;1;;;MVR - 1080026 - stavba sportovní haly - 3.vyhlášení;;UNISTAV a.s.;CZ0642;czechr;7-May-09;2009;2093838,3;0;open;lowest price;regional/local ;10<x<=25
CZ00020478;CZ47239328;0,33499;MINISTERSTVO ZEMĚDĚLSTVÍ;CZ0100;8;45233000-9;1;0;CZ031;;Rekonstrukce polních cest Tábor;;Lesostavby Třeboň a.s.;CZ0313;czechr;16-Jan-09;2009;67604,492;1;open;lowest price;national ;500<x
CZ00076520;CZ45274924;0,33497;Správa a údržba silnic Stříbro;CZ0327;7;45233223-8;1;0;;0;II/198 Planá - Nahý Újezdec;;EUROVIA CS, a.s.;CZ0100;czechr;26-May-09;2009;515601,11;0;negotiation;lowest price;supported body/soe ;<=10
CZ00298328;CZ45193118;0,33496;Město Příbor;CZ0804;8;45233160-8;1;0;;0;Chodníkové těleso Prchalov;;Lesostavby Frýdek-Místek a. s.;CZ0802;czechr;9-Feb-09;2009;104030,94;0;open;lowest price;regional/local ;25<x<=50
CZ49295934;CZ10466452;0,33491;Vodohospodářské sdružení Turnov;CZ0514;17;45232410-9;1;1;;0;Čistá Jizera I - město Jilemnice;;Lubomír Dvořák;CZ0631;czechr;6-Mar-09;2009;1985115,1;0;open;lowest price;regional/local ;<=10
CZ00270041;CZ15052001;0,33485;Město Heřmanův Městec;CZ0531;5;45454100-5;1;1;;1;„Sběrný dvůr Heřmanův Městec“;;SOSTAF s.r.o.;CZ0531;czechr;30-Jan-09;2009;422102,62;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00284220;CZ25317300;0,33472;Město Napajedla;CZ0724;5;45454100-5;1;0;;0;Napajedla- rekonstrukce HŠ na areál služeb města, Objekt Technických služeb;;Zlínské stavby, a.s.;CZ0724;czechr;12-Jun-09;2009;416540,97;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00296538;CZ45193771;0,33454;Město Brušperk;CZ0802;4;45212210-1;3;0;;0;„Výstavba krytého plaveckého bazénu v Brušperku“;;TEPLOTECHNA Ostrava a.s.;CZ0806;czechr;13-Oct-09;2009;1455318,6;0;open;price plus quality;regional/local ;10<x<=25
CZ70947023;CZ00014915;0,33442;Krajská správa a údržba silnic Karlovarského kraje;CZ0413;8;45233140-2;1;0;;0;III/20811 Rekonstrukce silnice letiště - R6;;Metrostav a.s.;CZ0100;czechr;28-Aug-09;2009;488643,13;0;negotiation;lowest price;supported body/soe ;10<x<=25
CZ75032333;CZ45537453;0,33416;Národní památkový ústav;CZ0100;4;45223200-8;1;0;CZ051;0;Státní hrad Bezděz - rekonstrukce dolního zázemí hradu;592;L O U Č K A  Pardubice s.r.o.;CZ0532;czechr;9-Jan-09;2009;395675,98;1;open;lowest price;supported body/soe ;500<x
CZ00075779;CZ45357269;0,33407;Správa a údržba silnic Kralovice;CZ0325;8;45233140-2;1;0;;0;III/2051 Všeruby;;BERGER BOHEMIA a. s.;CZ0323;czechr;11-May-09;2009;447897,2;0;negotiation;lowest price;supported body/soe ;<=10
CZ00253316;CZ25200631;0,33371;Město Domažlice;CZ0321;8;45215212-6;1;1;;;Domov pro seniory Domažlice;;DSP Domažlický stavební podnik s.r.o.;CZ0321;czechr;20-Mar-09;2009;3327674,1;0;open;lowest price;regional/local ;50<x<=100
CZ60741490;CZ46900918;0,33371;Městská poliklinika s.r.o. Otrokovice;CZ0724;5;45215100-8;1;1;;1;REALIZACE ÚSPORY ENERGIÍ - MĚSTSKÁ POLIKLINIKA OTROKOVICE - 2.etapa;;Pozemní stavitelství Zlín a.s.;CZ0724;czechr;11-Sep-09;2009;435537,45;0;negotiation;lowest price;supported body/soe ;10<x<=25
CZ00248789;CZ25168576;0,33354;Město Pacov;CZ0633;5;45454100-5;1;0;;1;Zámek Pacov - Obnova hospodářských budov;;E+J CZECH, spol. s r.o.;CZ0100;czechr;18-Sep-09;2009;343886,22;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00401293;CZ46904417;0,33344;Základní škola, Praktická škola a Dětský domov,;CZ0642;4;45214210-5;4;0;;0;Výměna oken - rekonstrukce objektu;;EKOTERM, spol. s r.o.;CZ0641;czechr;20-Jul-09;2009;317034,13;0;negotiation;price plus quality;supported body/soe ;10<x<=25
CZ00241636;CZ46678468;0,33326;MĚSTO ŘEVNICE;CZ020A;5;45231110-9;3;1;;1;OBNOVA A ZABEZPEČENÍ VODNÍCH ZDROJŮ;;HOCHTIEF CZ a. s.;CZ0100;czechr;6-Feb-09;2009;1065994,4;0;invitation;price plus quality;regional/local ;10<x<=25
CZ00074870;CZ26374919;0,33315;Správa a údržba silnic Klatovy;CZ0322;4;45233000-9;1;0;;0;II/171 Sušice, Chmelenská ulice;;BÖGL a KRÝSL, k.s.;CZ0100;czechr;28-Jul-09;2009;781477,97;0;negotiation;lowest price;supported body/soe ;50<x<=100
CZ00278238;CZ25263382;0,33298;Město Rtyně v Podkrkonoší;CZ0525;7;45232420-2;2;1;;0;ROZŠÍŘENÍ KANALIZAČNÍ SÍTĚ A REKONSTRUKCE ČOV RTYNĚ V PODKRKONOŠÍ – STAVBA II;;G-MONT CR s.r.o.;CZ0531;czechr;3-Nov-09;2009;1135978,1;0;open;price plus quality;regional/local ;10<x<=25
CZ42196451;CZ46974687;0,33287;Lesy České republiky, s.p.;CZ0521;10;45246000-3;1;0;CZ072;0;HB Jankovický potok, km 7,300 – 8,050;360;Ekostavby Brno, a.s.;CZ0642;czechr;3-Jul-09;2009;274819,61;1;open;lowest price;supported body/soe ;500<x
CZ00298468;CZ25519786;0,33277;Město Štramberk;CZ0804;5;45454100-5;3;1;;1;Výstavní síň Zdeněk Burian a jeho svět - rekonstrukce podkroví muzea Štramberk;;GMP MIX, a.s.;CZ0806;czechr;27-Nov-09;2009;229096,7;0;negotiation;price plus quality;regional/local ;25<x<=50
CZ00297615;CZ60838744;0,33268;Město Rychvald;CZ0803;9;45233160-8;1;0;;0;Regenerace panelového sídliště Rychvald, lokalita č.3-10,11a, úpravy prostoru, komunikací pro pěší a VO;;STRABAG  a.s.;CZ0100;czechr;2-Oct-09;2009;83826,916;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00241202;CZ27263827;0,33212;Obec Dolní Břežany;CZ020A;7;45000000-7;1;1;;;Výstavba centrálního parku v obci Dolní Břežany;;Gardenline s.r.o.;CZ0423;czechr;5-Oct-09;2009;1313220;0;open;lowest price;regional/local ;10<x<=25
CZ00292281;CZ25520059;0,33208;Město Rousínov;CZ0646;11;45213300-6;4;1;;0;MVR- 1080072B – Město Rousínov - autobusový terminál – projekt výstavby;;STAEG, spol. s r.o.;CZ0646;czechr;30-Mar-09;2009;998452,82;0;open;price plus quality;regional/local ;10<x<=25
CZ00297372;CZ25858882;0,33196;Město Vratimov;CZ0806;6;45233160-8;1;0;;1;Vratimov, chodník – ul. Frýdecká, úsek Adámkova – Okrajová;;PRVNÍ HORNOSLEZSKÁ STAVEBNÍ spol. s r. o.;CZ0805;czechr;10-Aug-09;2009;75392,38;0;negotiation;lowest price;regional/local ;25<x<=50
CZ00240117;CZ27609979;0,33158;Město Čelákovice;CZ0209;4;45454100-5;1;0;CZ020;;Rekonstrukce budovy ZŠ Kostelní;360;STAVBY - Stodůlky, s.r.o.;CZ0209;czechr;31-Mar-09;2009;675644,43;1;open;lowest price;regional/local ;25<x<=50
CZ60042338;CZ48399477;0,33157;Mateřská škola Vsetín, Luh I 1832;CZ0723;3;45214100-1;5;0;;1;Rekonstrukce kuchyně MŠ Vsetín, Luh;;TM  Stav, spol. s r.o.;CZ0723;czechr;28-Aug-09;2009;228107,09;0;negotiation;price plus quality;supported body/soe ;<=10
CZ00260576;CZ26768607;0,33154;MĚSTO JABLONNÉ V PODJEŠTĚDÍ;CZ0513;3;45000000-7;3;0;;0;;;CL-EVANS s.r.o.;CZ0511;czechr;13-Mar-09;2009;917507,41;0;open;price plus quality;regional/local ;10<x<=25
CZ69456330;CZ10363530;0,33146;Střední odborné učiliště elektrotechnické, Plze�;CZ0323;4;45214200-2;1;1;;0;PROJEKT ÚSPORY ENERGIE PAVILON A, B, C;;Vratislav Kypta;CZ0325;czechr;27-Feb-09;2009;597327,18;0;negotiation;lowest price;supported body/soe ;50<x<=100
CZ00247138;CZ26061015;0,33132;Město Nová Bystřice;CZ0313;5;45232420-2;3;1;;0;Intenzifikace ČOV Nová Bystřice;;Radouňská vodohospodářská společnost, a.s.;CZ0313;czechr;13-Nov-09;2009;779532,99;0;invitation;price plus quality;regional/local ;10<x<=25
CZ00279102;CZ00014915;0,33124;Město Lanškroun;CZ0534;4;45212110-0;2;1;;;MVR - 1090027A - Sportovní areál Lanškroun;;Metrostav a.s.;CZ0100;czechr;7-Sep-09;2009;1699029,5;0;open;price plus quality;regional/local ;50<x<=100
CZ70934860;CZ49433601;0,33088;Ředitelství silnic Zlínského kraje,příspěvková;CZ0724;2;45233220-7;1;0;;0;Souvislá údržba silnic II. a III. třídy 2009;;BITUNOVA spol. s r.o.;CZ0632;czechr;8-Jun-09;2009;281111,11;0;negotiation;lowest price;supported body/soe ;10<x<=25
CZ70934860;CZ25831399;0,33088;Ředitelství silnic Zlínského kraje,příspěvková;CZ0724;2;45233220-7;1;0;;0;Souvislá údržba silnic II. a III. třídy 2009;;VIASERVIS, s.r.o.;CZ0804;czechr;8-Jun-09;2009;281111,11;0;negotiation;lowest price;supported body/soe ;10<x<=25
