Source;Target;cri_comp;icl.i;ich.i;icm.i;scl.s;sch.s;scm.s;anb_name;anb_nuts;ca_bids;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_consortium;w_name;w_nuts;country;rowid;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion;anb_type;anb_sector;anb_empl_cat
HU10898824;HU13186256;0.503;0;0;0;0;0;0;F?városi Vízm?vek Zártkör?en M?köd? Részvénytár;HU101;1;45261400-8;2;0;HU101;1;Tájékoztató az eljárás eredményér?l a Budapest, XII., Kék golyó u. Krisztina medence csapadékvíz elleni szigetelés készítése tárgyba;0;DUNA-KÚT Víziközm? Épít? és Szolgáltató Korlátolt;HU101;hungary;203439;13-Jun-11;2011;203767.5;0;other/framework;price plus quality;established by public law;general public services;missing
HU728438;HU13189228;0.425;0;0;0;0;0;0;Hencida Község Önkormányzata;HU321;2;45200000-9;1;1;HU321;1;Hencida, M?vel?dési Ház épületének Integrált Közösségi és Szolgáltató Térré történ? átalakítása, tet?térbeépítése;0;SZATMÁR BÚTORGYÁR Korlátolt Felel?sség? Társaság;HU323;hungary;203486;30-May-11;2011;166104.3;0;open;lowest price;regional/local ;general public services;50<x<=100
HU726346;HU13196358;0.437;0;1;0;0;0;0;Megyaszó Község Önkormányzata;HU311;3;45232451-8;1;1;HU311;0;Belterületi csapadékvíz elvezetés Megyaszó V.számú öblözetében;0;DUKTIL KÖZM?ÉPÍT? KORLÁTOLT FELEL?SSÉG? TÁRSASÁG;HU311;hungary;203530;15-Aug-11;2011;293062.65;0;open;lowest price;regional/local ;general public services;100<x<=500
HU730194;HU13217471;0.073;3;3;9;1;0;0;Nagykovácsi Nagyközség Önkormányzata;HU102;2;45233142-6;1;0;HU102;0;Nagykovácsi Nagyközség közigazgatási határain belül kijelölt szilárd burkolatú utak és földutak útburkolat javítási (kátyúzási) munkálatainak elvégzése.;0;4-ÉPV Épít?ipari, Szolgáltató és Kereskedelmi Korlát;HU212;hungary;203684;27-Jul-11;2011;47535.4;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU329815;HU13218269;0.063;55;0;0;1;0;0;Szegedi Tudományegyetem;HU333;6;45421132-8;1;0;HU333;1;SZTE Móra Ferenc Kollégium (Szeged, Közép fasor 31-33.) magasföldszinti és alagsori ablakainak cseréje, valamint az SZTE Öthalmi Diáklakások „A”, „B” „C” lépcs?ház bejárati ajtók cs;0;ROLLÓ-MR KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELEL?S;HU333;hungary;203692;16-May-11;2011;23.121.904;0;missing/error;lowest price;national ;education;500<x
HU14413704;HU13225722;0.108;0;0;0;0;0;0;Nagykanizsa és Térsége TISZK Szakképzés-szervezés;HU223;3;45000000-7;2;0;HU223;1;Energiakabinet bemutatóterem kialakítása összesen nettó 30 700 000 Ft becsült értékben a dokumentáció részeként kiadott árazatlan költségvetés szerint.;0;KANIZSA BAU Épít?ipari Szolgáltató és Kereskedelmi Kor;HU223;hungary;203803;26-Aug-11;2011;125163.45;0;missing/error;price plus quality;regional/local ;education;missing
HU729325;HU13255499;0.121;15;0;0;3;0;0;Eger Megyei Jogú Városi Önkormányzat;HU312;10;45210000-2;1;0;HU312;0;Tájékoztató az eljárás eredményér?l -  Eger, Balassi Bálint Általános Iskola „A” épület homlokzati nyílászáró csere.;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;203988;30-Nov-11;2011;70.131.565;1;open;lowest price;missing;general public services;100<x<=500
HU725129;HU13250573;0.445;1;0;2;3;0;0;L?kösháza Község Önkormányzata;HU332;1;45200000-9;2;1;HU332;1;L?kösháza Pet?fi M?vel?dési Ház felújítása kiegészít? építési beruházás;0;SATIS MOBIL PROJEKT Épít?ipari Korlátolt Felel?sség? T�;HU101;hungary;203943;15-Jul-11;2011;60.285.172;1;open;price plus quality;regional/local ;general public services;50<x<=100
HU734444;HU13225722;0.086;1;0;0;3;0;0;Nagykanizsa Megyei Jogú Város Önkormányzata;HU223;6;45000000-7;2;1;HU223;1;Nagykanizsa, Attila u. 7. szám alatt B?lcs?dei egység kialakítása hárm részben.;0;KANIZSA BAU Épít?ipari Szolgáltató és Kereskedelmi Kor;HU223;hungary;203790;13-May-11;2011;139164.35;0;missing/error;price plus quality;regional/local ;general public services;500<x
HU735793;HU13255499;0.081;15;0;6;0;0;0;Budapest F?város XVI.Kerület Önkormányzat;HU101;19;45210000-2;1;0;HU101;0;Budapest XVI. kerületben egyes önkormányzati épületek felújítási, javítási munkái;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;203999;8-Jul-11;2011;24655.03;1;open;lowest price;regional/local ;general public services;100<x<=500
HU735858;HU13255499;0.093;55;0;11;0;0;0;Budafok-Tétény Budapest XXII. Kerületi Önkormányza;HU101;8;45421132-8;2;0;HU101;0;Nyílászárócsere a Budafok-Tétény Budapest, XXII. kerület Önkormányzata két intézményében;0;KELET-ABLAK M?anyag Nyílászáró-gyártó és Forgalmazó;HU222;hungary;204000;5-Sep-11;2011;65.386.585;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU730084;HU13261731;0.507;0;1;0;0;0;0;Biatorbágy Város Önkormányzata;HU102;1;45233120-6;2;1;HU102;1;Pátyi út – Szily Kálmán utca közötti járda és kerékpárút kiépítése útépítés-, forgalomtechnika és csapadékvíz-elvezetés kiépítésének, zöldterület revitalizáció elvégzése;0;VértesAszfalt Épít?ipari, Kereskedelmi és Szolgáltató;HU212;hungary;204083;21-Sep-11;2011;31770;0;other/framework;price plus quality;regional/local ;general public services;100<x<=500
HU728328;HU13267366;0.07;1;0;2;0;0;0;Berettyóújfalu Város Önkormányzata;HU321;3;45200000-9;1;1;HU321;1;Berettyóújfalu, Vass Jen? óvoda és bölcs?de felújítása;0;VÁMOS ÉPKER Épít?ipari, Kereskedelmi és Szolgáltató;HU321;hungary;204101;17-Jun-11;2011;141026.25;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU735605;HU13276072;0.505;15;1;12;1;0;0;Miskolc Megyei Jogú Város Önkormányzata;HU311;1;45260000-7;1;0;HU311;0;Vállalkozási szerz?dés, Miskolc, Latabár sori partomlás helyreállítási munkáira - eredménytájékoztató;0;VITEXIS Kertészeti, Szolgáltató és Épít?ipari Korlát;HU311;hungary;204147;12-Jan-11;2011;72509.25;0;other/framework;lowest price;regional/local ;missing;500<x
HU733018;HU13279776;0.426;0;0;0;1;0;0;Martf? Város Önkormányzata;HU322;3;45261215-4;4;1;HU322;1;Napelemes megújuló energia hasznosító rendszer telepítése Martf? Város közintézményeiben Tájékoztató az eljárás eredményér?l;0;MÉSZÁROS Udvar-Ház Energiagazdálkodási és Létesítm�;HU101;hungary;204175;11-Feb-11;2011;194947.13;0;missing/error;price plus quality;regional/local ;missing;100<x<=500
HU14605749;HU13283762;0.035;105;0;15;0;0;0;Magyar Közút Nonprofit Zártkör?en M?köd? Részvén;HU101;4;45000000-7;1;0;HU221;NA;Táj.KÉ - 45. sz. rész (3. f?csoport, Gy?r - Moson - Sopron megye) - Keretmegállapodások megkötése második szakasz;0;Teerag-Asdag Épít?ipari és Kereskedelmi Korlátolt Felel;HU101;hungary;204202;16-May-11;2011;10723.5;1;open;lowest price;other/private ;welfare;missing
HU735627;HU13283762;0.108;1;0;2;0;0;0;Szeged Megyei Jogú Város Önkormányzat;HU333;3;45200000-9;2;1;HU333;1;Szeged, Vásárhelyi Pál utca komplex építési munkáinak kivitelezése és tervezés-1. ütem;0;Teerag-Asdag Épít?ipari és Kereskedelmi Korlátolt Felel;HU101;hungary;204197;1-Apr-11;2011;1785711.5;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU515135;HU13295206;0.52;0;0;0;0;0;0;Budapest F?város XV. Kerületi Önkormányzat Egészs�;HU101;1;45215100-8;2;0;HU101;0;Épületfelújítás;0;VILAK-BAU Épít?ipari, Kereskedelmi és Szolgáltató Korl;HU101;hungary;204249;1-Aug-11;2011;29301.28;0;open;price plus quality;regional/local ;healthcare;100<x<=500
HU730897;HU13305329;0.654;0;1;0;0;0;0;Ráckeve Város Önkormányzata;HU102;1;45000000-7;2;0;HU102;0;Kék Ház pótmunkák;0;JÓ-ÉP Épít?ipari Szolgáltató Korlátolt Felel?sség?;HU102;hungary;204286;7-Dec-11;2011;62.567.869;0;other/framework;price plus quality;missing;general public services;50<x<=100
HU735715;HU13295684;0.064;1;0;2;0;0;0;Budapest F?város VIII. Kerület Józsefvárosi Önkorm;HU101;3;45000000-7;1;0;HU213;1;Káptalanfüredi Gyermektábor sportpálya átalakítása és felújítása - tájékoztató az eljárás eredményér?l;0;ECHO SPORT Épít?ipari Kereskedelmi és Szolgáltató Korl;HU321;hungary;204254;16-May-11;2011;59831.1;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU730897;HU13305329;0.652;0;1;0;0;0;0;Ráckeve Város Önkormányzata;HU102;1;45000000-7;2;0;HU102;1;Rózsakert Pótmunka;0;JÓ-ÉP Épít?ipari Szolgáltató Korlátolt Felel?sség?;HU102;hungary;204285;7-Oct-11;2011;44.613.408;0;open;price plus quality;regional/local ;general public services;50<x<=100
HU730897;HU13305329;0.43;0;1;0;0;0;0;Ráckeve Város Önkormányzata;HU102;4;45000000-7;1;0;HU102;1;I. Rész:“Kék Ház” átalakítása II. Rész: “Stock Ház” (Ady Ende u. 2. szám) átalakítása, tantermek kialakítása speciális tagozat részére: III. Rész: Volt “tüd?gondozó” erny?kép;0;JÓ-ÉP Épít?ipari Szolgáltató Korlátolt Felel?sség?;HU102;hungary;204284;19-Sep-11;2011;121663.09;0;open;lowest price;regional/local ;general public services;50<x<=100
HU18159422;HU13307455;0.577;3;1;6;1;0;0;Vasútegészségügyi Szolgáltató Nonprofit Kiemelten;HU101;1;45300000-0;1;1;HU222;0;kiegészít? beruházás - Szombathely (PTS-011);0;ENRAC Energia Racionalizáló és Szolgáltató Korlátolt;HU101;hungary;204315;25-Apr-11;2011;48.666.478;0;other/framework;lowest price;established by public law;missing;missing
HU337474;HU13312325;0.75;0;0;0;1;0;0;Szakmár Község Önkormányzata;HU331;1;45262690-4;2;1;HU331;1;Szakmár - Kistérségi járóbeteg szakellátó központok fejlesztése;0;MMA-M?VEK Kereskedelmi és Szolgáltató Korlátolt Felel?s;HU331;hungary;204340;30-May-11;2011;138671.25;0;open;price plus quality;national ;general public services;10<x<=25
HU329749;HU13325066;0.041;6;0;0;0;0;0;Budapesti Corvinus Egyetem;HU101;10;45262620-3;1;1;HU101;1;Ménesi úti támfal rekonstrukciója;0;ECO SYSTEM HUNGARY Épít?ipari F?vállalkozó és Kivitele;HU101;hungary;204405;6-Apr-11;2011;211705.27;1;open;lowest price;national ;education;500<x
HU735858;HU13325066;0.049;55;0;11;0;0;0;Budafok-Tétény Budapest XXII. Kerületi Önkormányza;HU101;NA;45262700-8;1;0;HU101;1;Budapest XXII. kerület Kossuth Lajos u. 25-29. sz. épület átalakítása, okmányiroda kialakítása;0;ECO SYSTEM HUNGARY Épít?ipari F?vállalkozó és Kivitele;HU101;hungary;204413;18-Mar-11;2011;154886.69;1;open;lowest price;regional/local ;general public services;100<x<=500
HU329804;HU13360421;0.501;1;0;0;0;0;0;Semmelweis Egyetem;HU101;1;45321000-3;2;0;HU101;0;SE, TSK uszodaépület homlokzatának h?szigetelési és festési munkái;0;K&K BETONTECHNIK Ipari, Kereskedelmi és Szolgáltató Korl;HU101;hungary;204631;16-Sep-11;2011;48.546.127;0;open;price plus quality;national ;education;500<x
HU726906;HU13385826;0.065;0;10;5;0;0;0;Hódmez?vásárhely Megyei Jogú Város Önkormányzat;HU333;2;45310000-3;1;0;HU333;0;Tájékoztató az eljárás eredményér?l - A Polgármesteri Hivatal és a Fekete Sas video megfigyel? rendszerének kiépítése;0;SYSTEM SERVICE Kereskedelmi és Szolgáltató Korlátolt Fe;HU333;hungary;204722;18-Apr-11;2011;71.190.041;0;missing/error;lowest price;regional/local ;general public services;500<x
HU329815;HU13392183;0.063;55;0;0;0;0;0;Szegedi Tudományegyetem;HU333;4;45000000-7;1;0;HU333;1;SZTE Károlyi Mihály Kollégium „A” épületének I. és II. emeletén található 12 db vendégszoba felújítási munkái;0;"Szépítész-Ker."" Kereskedelmi és Szolgáltató Korláto""";HU333;hungary;204764;25-Apr-11;2011;95509.18;0;missing/error;lowest price;national ;education;500<x
HU10816772;HU13392932;0.5;0;6;0;0;0;0;K?bányai Vagyonkezel? Zártkör?en M?köd? Részvényt;HU101;1;45320000-6;2;0;HU101;0;Tájékoztató az eljárás eredményér?l kéményfelújítás;0;KRASZNI Kéménysepr? és Épít?ipari Szolgáltató Korlá;HU102;hungary;204767;5-Aug-11;2011;759.69;0;other/framework;price plus quality;other/private ;other;missing
HU395171;HU13426868;0.504;0;1;0;0;0;0;Nagyk?rös Város Önkormányzat Polgármesteri Hivatal;HU102;1;45262690-4;2;1;HU102;1;Vállalkozási szerz?dés „Általános iskola és bölcs?de komplex épületenergetikai felújítása Nagyk?rösön” cím? projekt kapcsán Városi bölcs?de és a Pet?fi Sándor Általános Iskola tekin;0;EU-ÉPÍT? Épít?ipari Korlátolt Felel?sség? Társaság;HU102;hungary;204926;19-Aug-11;2011;404067;0;other/framework;price plus quality;regional/local ;general public services;100<x<=500
HU730325;HU13437105;0.431;0;0;0;0;0;0;Nyársapát Község Önkormányzata;HU102;3;45232400-6;5;1;HU102;1;Nyársapát Község szennyvíz elvezetése és kezelése - tájékoztató az eljárás eredményér?l;0;VÍZNER ÉS TÁRSA Épít?ipari Kivitelez? és Szolgáltat�;HU102;hungary;205003;3-Jan-11;2011;1474209.8;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU308735;HU13460033;0.429;6;0;4;0;0;0;Magyar Táncm?vészeti F?iskola;HU101;4;45000000-7;2;1;HU101;1;„Energiafelhasználás és üzemeltetési költség csökkentése a Magyar Táncm?vészeti F?iskolán” (projekt azonosító száma: KEOP-5.3.0/A/09-2010-0027);0;GENÉPSZER Generál Épít? és Szerel?ipari Korlátolt Fel;HU102;hungary;205163;12-Aug-11;2011;239740.89;0;open;price plus quality;national ;education;100<x<=500
HU728043;HU13517252;0.068;3;0;0;0;0;0;Sopron Megyei Jogú Város Önkormányzata;HU221;2;45112711-2;1;0;HU221;0;Sopron - Páneurópai Piknik táj. az elj. eredményér?l;0;SOPRON HOLDING Vagyonkezel? Zártkör?en M?köd? Részvény;HU221;hungary;205450;30-May-11;2011;127333.81;0;missing/error;lowest price;regional/local ;general public services;100<x<=500
HU12098336;HU13488888;0.087;0;0;0;0;0;0;Terézvárosi Vagyonkezel? Nonprofit Zártkör?en M?kö;HU101;4;45233141-9;1;0;;1;Vállalkozási keretszerz?dés, a Budapest F?város Terézváros Önkormányzata tulajdonában, a Terézvárosi Vagyonkezel? Nonprofit Zrt. kezelésében lev? utak karbantartási munkáinak elvégzésére;0;LIGETSOR-BAU Korlátolt Felel?sség? Társaság;HU101;hungary;205345;1-Jul-11;2011;317900;1;open;lowest price;established by public law;other;missing
HU730095;HU13523398;0.646;0;1;0;0;0;0;Budakeszi Város Önkormányzata;HU102;1;45231110-9;1;0;HU102;1;Tájékoztató az eljárás eredményér?l - Pitypang Óvoda;0;Progress-B'90 Épít?ipari és F?vállalkozó Zártkör?en;HU101;hungary;205482;30-Sep-11;2011;9869.88;0;other/framework;lowest price;regional/local ;general public services;100<x<=500
HU730095;HU13523398;0.583;0;1;0;0;0;0;Budakeszi Város Önkormányzata;HU102;1;45211360-0;2;0;HU102;1;Budakeszi Városközpont funkciób?vít? rehabilitációja keretében Budakeszi Városháza rekonstrukciója és b?vítése, valamint a Nagysándor József Emlékház rekonstrukciója – kiegészít? épít;0;Progress-B'90 Épít?ipari és F?vállalkozó Zártkör?en;HU101;hungary;205481;12-Sep-11;2011;39.017.764;0;negotiation;price plus quality;regional/local ;other;100<x<=500
HU12166602;HU13525840;0.065;21;0;0;0;0;0;F?városi Közterület-fenntartó Zártkör?en M?köd?;HU101;4;45233292-2;2;0;HU101;0;K975 Forgalomtechnikai eszközök karbantartása;0;MOTA-SZER Kereskedelmi és Szolgáltató Korlátolt Felel?s;HU101;hungary;205530;7-Nov-11;2011;83.831.305;0;missing/error;price plus quality;established by public law;environment;missing
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205719;10-Jan-11;2011;32.150.002;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205720;10-Jan-11;2011;67.905.974;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205721;10-Jan-11;2011;57.699.213;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205722;10-Jan-11;2011;57.214.608;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.036;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205718;10-Jan-11;2011;25.705.148;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;NA;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205724;10-Jan-11;2011;17.523.643;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU729798;HU13530387;0.035;6;0;4;0;0;0;Nyergesújfalu Város Önkormányzata;HU212;3;45200000-9;3;0;HU212;0;utak, járdák felújítása- eredmény;0;MAPEX-BAU Épít?ipari és Kereskedelmi Korlátolt Felel?ss;HU212;hungary;205723;10-Jan-11;2011;12.707.541;1;open;price plus quality;regional/local ;general public services;100<x<=500
HU558765;HU13561196;0.095;0;0;0;0;0;0;Dél-Zala Murahíd Letenye Többcélú Társulás;HU223;2;45000000-7;4;1;HU223;1;Tótszerdahely, Zrínyi tér 1. szám alatti Óvoda felújítási munkái, tájékoztató az eljárás eredményér?l;0;GRASAL Szolgáltató és Tanácsadó Korlátolt Felel?sség;HU223;hungary;205910;16-May-11;2011;21.060.135;0;missing/error;price plus quality;regional/local ;general public services;100<x<=500
HU734170;HU13561983;0.063;1;0;0;0;0;0;Pápa Város Önkormányzata;HU213;4;45230000-8;4;1;HU213;0;„A pápai kerékpárút hálózat fejlesztéséhez kapcsolódó közvilágítás b?vítés”;0;ROPE-VILL Villamos Tervez?, Kivitelez? és Szolgáltató Ko;HU213;hungary;205913;30-Mar-11;2011;26.673.221;0;missing/error;price plus quality;regional/local ;general public services;100<x<=500
HU308791;HU13553704;0.07;45;0;10;0;0;0;Budapesti M?szaki És Gazdaságtudományi Egyetem;HU101;3;45300000-0;1;0;HU101;0;(TAER) BME E épület VI-XI. emeletek klimatizálási rendszerének kiépítése (EKB 2/2011.).;0;ÓZON Klímatechnikai Szerel? és Szolgáltató Korlátolt;HU101;hungary;205806;14-Mar-11;2011;272686.12;0;missing/error;lowest price;national ;education;500<x
HU734170;HU13561983;0.063;1;0;0;0;0;0;Pápa Város Önkormányzata;HU213;4;45230000-8;4;1;HU213;0;„A pápai kerékpárút hálózat fejlesztéséhez kapcsolódó közvilágítás b?vítés”;0;ROPE-VILL Villamos Tervez?, Kivitelez? és Szolgáltató Ko;HU213;hungary;205912;30-Mar-11;2011;3.979.975;0;missing/error;price plus quality;regional/local ;general public services;100<x<=500
HU734170;HU13561983;0.063;1;0;0;0;0;0;Pápa Város Önkormányzata;HU213;4;45230000-8;4;1;HU213;0;„A pápai kerékpárút hálózat fejlesztéséhez kapcsolódó közvilágítás b?vítés”;0;ROPE-VILL Villamos Tervez?, Kivitelez? és Szolgáltató Ko;HU213;hungary;205911;30-Mar-11;2011;27.485.275;0;missing/error;price plus quality;regional/local ;general public services;100<x<=500
HU300146;HU13565884;0.004;6;0;0;0;0;0;Legf?bb Ügyészség;HU101;3;45453100-8;1;0;HU101;1;Általános javítási munkálatok végzése  öt ügyészségi épületben;0;E-BUILDER Épít?ipari és Mérnöki Tanácsadó Korlátolt;HU101;hungary;205929;6-Jul-11;2011;21.341.222;1;open;lowest price;national ;policing;500<x
HU726258;HU13567707;0.732;0;0;1;0;0;0;Tiszakarád Község Önkormányzata;HU311;1;45261910-6;1;1;HU323;1;Tájékoztató Tiszakarád Község Önkormányzata ajánlatkér? által „Faluház rekonstrukciója Tiszakarád”  kivitelezése iránt indított közbeszerzési eljárás eredményér?l;0;B.G.A.-MK Épít?ipari és Szolgáltató Korlátolt Felel?s;HU311;hungary;205966;9-Nov-11;2011;62.089.733;0;open;lowest price;regional/local ;general public services;100<x<=500
HU430014;HU13578491;0.117;1;0;2;0;0;0;Oktatási És Egészségügyi Pénzügyi M?szaki Szolg�;HU213;3;45453000-7;1;0;HU213;0;Veszprém intézmények felújítása 2011.;0;MIN-TECH Épít?ipari, Szolgáltató és Kereskedelmi Korl�;HU213;hungary;205992;28-Oct-11;2011;73.765.614;1;open;lowest price;regional/local ;general public services;500<x
HU12685776;HU13621616;0.5;0;0;0;0;0;1;KIVING Ingatlangazdálkodó és Beruházásszervez? Kor;HU101;2;45212314-0;1;0;HU231;0;Tájékoztató az eljárás eredményér?l (Szigetvári vár kazamatasor íves fémlemez fedése felújítási munkái);0;T-TRANS F?ÉP Épít?ipari, Kivitelez? és Szállítmányoz;HU101;hungary;206281;3-Oct-11;2011;121248.32;0;open;lowest price;other/private ;other;missing
HU12166602;HU13634137;0.047;21;0;0;0;0;1;F?városi Közterület-fenntartó Zártkör?en M?köd?;HU101;3;45262630-6;1;0;HU101;0;K964 HHM g?zkazán bontása, beépítése;0;New Konstruktív Épületgépészeti, Kereskedelmi és Szol;HU223;hungary;206405;14-Oct-11;2011;77948.1;1;open;lowest price;established by public law;environment;missing
HU728735;HU13643843;0.528;0;0;1;0;0;0;Nádudvar Város Önkormányzata;HU321;1;45200000-9;1;1;HU321;1;Nádudvar belvárosának funkciób?vít? fejlesztése elnevezés? pályázathoz kapcsolódó hiányzó engedélyezési és kiviteli tervek elkészítése – 1. tervcsoport;0;GRAPHOS Mérnöki Iroda Korlátolt Felel?sség? Társaság;HU321;hungary;206429;26-Jan-11;2011;80223;0;other/framework;lowest price;regional/local ;general public services;100<x<=500
HU329365;HU13675543;0.063;0;0;0;0;0;0;Országos Vérellátó Szolgálat;HU101;2;45000000-7;1;0;HU101;NA;27/OVSZ/2010. „Az OVSZ Központjában  történ? átalakítási munkák”;0;MESTER-INGATLAN Épít?ipari, Kereskedelmi és Szolgáltat�;HU102;hungary;206584;17-Jan-11;2011;11579.7;0;missing/error;lowest price;national ;missing;500<x
HU726731;HU13676513;0.081;1;1;4;0;0;0;Mórahalom Városi Önkormányzat;HU333;2;45262800-9;2;1;HU333;1;Tájékoztató az eljárás eredményér?l a Klebelsberg világa szellemi, kulturális, gazdasági örökséget bemutató ház fejlesztése során;0;MB-FISZ Épít?ipari Korlátolt Felel?sség? Társaság;HU333;hungary;206595;13-May-11;2011;295125;0;missing/error;price plus quality;regional/local ;general public services;50<x<=100
HU355256;HU13678357;0.608;0;3;0;0;0;0;Dr. Diósszilágyi Sámuel Kórház-Rendel?intézet;HU333;1;45200000-9;1;1;HU333;1;Helikopter leszálló fénytechnikai kialakítása;0;NÍVÓ GENERÁL Épít?ipari, Kereskedelmi és Szolgáltat�;HU101;hungary;206613;29-Apr-11;2011;33176;0;other/framework;lowest price;regional/local ;missing;100<x<=500
HU733623;HU13690807;0.462;0;1;0;0;0;0;K?szeg Város Önkormányzata;HU222;1;45212100-7;1;1;HU2;0;Befejezési határid?re prognosztizált átalányáras egyösszeg? vállalkozási szerz?dés „EGYKORI KRESZ PARK TERÜLETÉN SZABADID?KÖZPONT LÉTESÍTÉSE- Pótmunkák elvégzése” tárgyában.;0;Játszókert Épít?, Szolgáltató és Kereskedelmi Korlá;HU101;hungary;206659;2-Sep-11;2011;57.749.706;1;other/framework;lowest price;regional/local ;general public services;50<x<=100
HU325752;HU13704931;0.09;0;0;0;0;0;0;Fert?-Hanság Nemzeti Park Igazgatóság;HU221;3;45262700-8;2;1;HU221;0;Hansági bemutató és fogadó központ (Öntésmajor) épületrekonstrukció és „Gombócos” Szigetközi Természetvédelmi Központ felújítása” a HUSK/0901/2.2.1 /0119 azonosítószámú projekthe;0;RAJCZI Épít?ipari és Szolgáltató Korlátolt Felel?ssé;HU221;hungary;206688;4-Apr-11;2011;120982.16;0;missing/error;price plus quality;national ;environment;50<x<=100
HU728922;HU13695802;0.522;0;0;0;0;0;0;Téglás Város Önkormányzata;HU321;1;45212200-8;1;1;HU321;0;Tájékoztató az eljárás eredményér?l „Téglás, Stadion u. 4. szám alatti ingatlanon meglév? edz?terem átalakításával és b?vítésével kialakítandó közösségi tér és bowling pálya ép�;0;Két Ács Kereskedelmi és Szolgáltató Korlátolt Felel?s;HU321;hungary;206673;19-Dec-11;2011;106889.94;0;other/framework;lowest price;missing;general public services;50<x<=100
HU308405;HU13705808;0.04;21;0;0;0;0;0;Közép-Dunántúli Környezetvédelmi És Vízügyi Ig;HU211;11;45240000-1;1;0;HU2;0;2010. évi ár- és belvíz okozta károk helyreállítása keretében a Fejér megyei kisvízfolyások helyreállítása;0;DOVI-TRADE Épít?ipari, Kereskedelmi és Szolgáltató Kft;HU233;hungary;206690;28-Mar-11;2011;23.573.565;1;open;lowest price;national ;environment;500<x
HU308405;HU13705808;0.044;21;0;0;0;0;0;Közép-Dunántúli Környezetvédelmi És Vízügyi Ig;HU211;9;45240000-1;1;0;HU2;0;2010. évi ár- és belvíz okozta károk helyreállítása keretében a Kapos-csatorna, Kis-Duna, Lankóci szivattyútelep, valamint Duna és Sió-csatorna töltés földmunkái;0;DOVI-TRADE Épít?ipari, Kereskedelmi és Szolgáltató Kft;HU233;hungary;206691;28-Mar-11;2011;39.071.362;1;open;lowest price;national ;environment;500<x
HU18159422;HU13749183;0.539;3;1;6;0;0;0;Vasútegészségügyi Szolgáltató Nonprofit Kiemelten;HU101;1;45000000-7;1;0;HU223;1;kiegészít? beruházás - Hévíz (PTS-010);0;"KOZMA"" Épületgépészeti kivitelez? és Szolgáltató Ko""";HU223;hungary;206885;29-Apr-11;2011;32.328.466;0;other/framework;lowest price;established by public law;missing;missing
HU18159422;HU13749183;0.07;3;1;6;0;0;0;Vasútegészségügyi Szolgáltató Nonprofit Kiemelten;HU101;NA;45000000-7;1;0;HU223;1;A Vasútegészségügyi NKK Kft. Hévízi Egészségügyi Központjában végzend? átalakítások / átépítések (PTS-005);0;"KOZMA"" Épületgépészeti kivitelez? és Szolgáltató Ko""";HU223;hungary;206886;2-Feb-11;2011;91.522.221;0;missing/error;lowest price;established by public law;missing;missing
