Source;Target;cri_comp;anb_name;ca_cpv;ca_criteria_count;ca_eufund;ca_nuts;ca_scntr_sc;ca_title;w_name;country;ca_date;ca_year;ca_contract_value;nocft;ca_procedure;ca_criterion
SK00156621;SK34112103;0,20727;Ministerstvo pôdohospodárstva Slovenskej republiky;45233120-6;2;1;SK031;0;Realizácia (výstavba) spoločných zariadení a opatrení v obvode pozemkových úprav navrhnutých v projekte pozemkových úprav v katastrálnom území Snežnica, okres Kysucké Nové Mesto, kraj Ži;ALPINE SLOVAKIA, spol. s r. o;slovakia;6-Jun-09;2009;328977,43;1;open;lowest price
SK00309982;SK34128344;0,2071737;Mesto SKALICA;45233162-2;2;1;SK021;0;Cyklotrasy v katastri mesta Skalica;CESTY NITRA, a.s;slovakia;10-Jul-09;2009;456622,96;1;open;lowest price
SK00309982;SK36328375;0,2066497;Mesto SKALICA;45212223-5;2;0;SK021;0;Zimný štadión - rekonštrukcia;HANT BA, a.s;slovakia;23-Jul-09;2009;406983,69;1;open;lowest price
SK00151866;SK36388807;0,2063197;Ministerstvo vnútra Slovenskej republiky;45216121-8;2;0;SK023;1;Sanácia objektu OR HaZZ v Zlatých Moravciach;ASSYX, s.r.o;slovakia;1-Sep-09;2009;377389,43;1;open;lowest price
SK00311863;SK35683066;0,1917897;Mesto Nové Mesto nad Váhom;45222110-3;2;1;SK022;0;Skládka odpadov - Mnešice - Tušková;EURO - BUILDING, a.s;slovakia;17-Nov-09;2009;2567429,5;1;open;lowest price
SK36022047;SK43900542;0,1863348;SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik;45246000-3;2;1;SK041;0;Protipovodňová ochrana a regulácia rieky Poprad;STAVEKO-SK, a.s. Žilina;slovakia;25-Sep-09;2009;770912,53;1;open;lowest price
SK00326607;SK36460141;0,1829776;Mesto Svit;45316100-6;2;0;SK041;1;Skvalitnenie obecného verejného osvetlenia s cieľom úspory energie v meste Svit;O.S.V.O.comp, a.s;slovakia;7-Oct-09;2009;369540,23;1;open;lowest price
SK37828100;SK36385808;0,1792522;Banskobystrický samosprávny kraj;45214220-8;2;1;SK032;0;Spojená škola Modrý Kameň - rekonštrukcia strednej školy na zvýšenie kvality vzdelávania;ELTOS s. r. o;slovakia;4-Sep-09;2009;851928,58;1;open;lowest price
SK00320781;SK36328375;0,1788751;Mesto Kremnica;45214210-5;2;1;SK032;0;Obnova základnej školy na Angyalovej ulici v Kremnici;HANT BA, a. s;slovakia;20-Aug-09;2009;784996,59;1;open;lowest price
SK36126624;SK35683066;0,1761276;Trenčiansky samosprávny kraj;45214210-5;2;1;SK022;0;Rekonštrukcia budov SOŠ, Nové Mesto nad Váhom;EURO - BUILDING, a.s;slovakia;15-Oct-09;2009;429770,85;1;open;lowest price
SK00399957;SK36191892;0,1755084;Ekonomická univerzita v Bratislave;45214400-4;2;1;SK042;0;Rozšírenie - prístavba objektu na Tajovského ulici 11, 13 v Košiciach;Chemkostav, a. s. (vedúci účastník združenia „Chemk;slovakia;26-Jun-09;2009;4819255,6;1;invitation;lowest price
SK00307092;SK30071216;0,1754976;Obec Ipeľský Sokolec;45214210-5;2;1;SK023;0;ZMENA EXISTUJÚCEJ ZÁKLADNEJ ŠKOLY MODERNIZÁCIOU A REKONŠTRUKCIOU, IPEĽSKÝ SOKOLEC;Štefan TIPARY EKOLSTAV;slovakia;20-Oct-09;2009;374236,47;1;open;lowest price
SK00156752;SK36522457;0,1752603;VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK;45248100-8;2;0;SK021;;SVD Gabčíkovo-Nagymaros - opravy hydrotechnických zariadení;VÚEZ, a. s;slovakia;24-Mar-09;2009;8289266;0;invitation;lowest price
SK00156752;SK30808430;0,1752603;VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK;45248100-8;2;0;SK021;;SVD Gabčíkovo-Nagymaros - opravy hydrotechnických zariadení;Hutni montáže, a. s. - organizačná zložka zahranične;slovakia;24-Mar-09;2009;8289266;0;invitation;lowest price
SK00311685;SK36301311;0,173832;Obec Kočovce;45332000-3;2;1;SK022;0;Vybudovanie a využívanie stokovej siete v aglomerácii obcí Kočovce, Nová Ves nad Váhom, Hôrka nad Váhom;IZOTECH Group, spol. s r. o;slovakia;8-Sep-09;2009;6598647,5;0;invitation;lowest price
SK00309524;SK31320082;0,1737101;Mesto Gbely;45000000-7;2;1;SK021;0;Kanalizácia, ulica Medlenova;Vodohospodárske stavby - ekologiský podnik, a.s;slovakia;4-Nov-09;2009;253487,02;1;open;lowest price
SK00321842;SK35740655;0,1699108;Mesto Bardejov;45214200-2;2;1;SK041;0;Rekonštrukcia ZŠ a MŠ pod Vinbargom, Bardejov;Špeciálne činnosti, s.r.o;slovakia;9-Sep-09;2009;1403831,8;1;invitation;lowest price
SK00327433;SK36203611;0,1688727;Obec Malý Slivník;45252127-4;2;1;SK041;0;Malý Slivník - infraštruktúra;HS HSV, s. r. o;slovakia;26-Feb-09;2009;3052289,4;0;invitation;lowest price
SK00329614;SK36670707;0,1680053;Mesto Spišská Nová Ves;45214210-5;2;1;SK042;0;Modernizáciou školy k efektívnejšiemu vyučovaniu;ALLBUILD,s.r.o;slovakia;2-Oct-09;2009;925613,54;1;invitation;lowest price
SK00307513;SK35683066;0,1677531;Mesto Šahy;45214210-5;2;1;SK023;0;Obnova a rekonštrukcia ZŠ Mládežníckej v Šahách;EURO-BUILDING, a.s;slovakia;5-Dec-09;2009;877503,86;1;invitation;lowest price
SK00681156;SK31690360;0,1677056;Ministerstvo práce, sociálnych vecí a rodiny Slovens;45000000-7;6;0;SK01;0;Budovy MPSVR SR, ul. Špitálska č. 4, 6, 8, Bratislava - Rekonštrukcia a modernizácia stropných podhľadov a svietidiel;Dúha, a.s;slovakia;14-Oct-09;2009;603302,39;1;invitation;price plus quality
SK00312584;SK43941664;0,1670752;Obec Chtelnica;45214210-5;2;1;SK021;0;Zmena dokončenej stavby Základnej školy č. 3 opravou strechy, zateplením fasády a výmenou okien, Chtelnica;OHL Pozemné stavby a.s;slovakia;16-Jul-09;2009;755351,07;1;invitation;lowest price
SK00309541;SK36239542;0,1669119;Mesto Holíč;45000000-7;2;1;SK021;0;Rekonštrukcia I. základnej školy;HÍLEK a spol., a.s;slovakia;12-Sep-09;2009;726547,47;1;invitation;lowest price
SK00309541;SK35683066;0,1660754;Mesto Holíč;45000000-7;2;1;SK021;0;Rekonštrukcia II. základnej školy;EURO-BUILDING, a.s;slovakia;12-Sep-09;2009;604607,64;1;invitation;lowest price
SK00313114;SK31690360;0,1650793;Mesto Trnava;45213000-3;2;1;SK021;0;Mestský priemyselný a technologický park Trnava;DÚHA, a.s;slovakia;6-Nov-09;2009;8795557,7;0;invitation;lowest price
SK00329207;SK31685226;0,1611326;Obec Jaklovce;45213250-0;2;1;SK042;0;Rekonštrukcia výrobných hál v priemyselnej zóne - Jaklovce;Rekom, s. r. o;slovakia;3-Apr-09;2009;4726025,7;0;invitation;lowest price
SK00179094;SK37885529;0,1567723;Rímskokatolícka cirkev, Arcibiskupstvo Košice;45214100-1;2;1;SK041;0;Dostavba a modernizácia Gymnázia sv. Moniky v Prešove;TEERAG & GMT, záujmové združenie právnických osôb;slovakia;7-Oct-09;2009;2382248,8;0;invitation;lowest price
SK00327735;SK36449717;0,1557643;Mesto Sabinov;45214210-5;2;1;SK041;0;Základná škola, Ulica 17. novembra, Sabinov - rekonštrukcia a stavebné úpravy;EKO SVIP, spol. s r. o;slovakia;28-Jan-09;2009;2044058,5;0;invitation;lowest price
SK00321192;SK31559182;0,1547057;Mesto Bytča;45214100-5;2;1;SK031;0;Bytča - ZŠ - Ul. Mieru, zvýšenie energetickej efektívnosti a materiálno-technických podmienok komplexnou rekonštrukciou;DOOS, s. r. o;slovakia;12-May-09;2009;1726083,8;0;invitation;lowest price
SK00321796;SK31634770;0,1546441;Mesto Žilina;45214210-5;2;1;SK031;0;Žilina - Rekonštrukcia a modernizácia 32 tr. ZŠ Námestie mladosti 1;Slovpanel, a. s;slovakia;30-May-09;2009;1709486,8;0;invitation;lowest price
SK00321982;SK36461733;0,154511;Mesto Giraltovce;45214200-2;2;1;SK041;1;Giraltovce - Rekonštrukcia a prístavba ZŠ pavilón B, C;PKB invest, s. r. o;slovakia;25-Jun-09;2009;1674157,2;0;invitation;lowest price
SK00311162;SK35683066;0,1536445;Mesto Topoľčany;45214210-5;2;1;SK023;0;Základná škola na Škultétyho ulici v Topoľčanoch;EURO-BUILDING, a. s;slovakia;17-Apr-09;2009;1459910,4;0;invitation;lowest price
SK00314099;SK36392821;0,1526216;Mesto Kysucké Nové Mesto;45214100-1;2;1;SK031;0;Základná škola, Nábrežná - stavebné úpravy, zvýšenie energetickej efektívnosti a materiálnych podmienok komplexnou rekonštrukciou;REKON, s. r. o;slovakia;12-Mar-09;2009;1244708,4;0;invitation;lowest price
SK00316181;SK31588794;0,1524542;Mesto Lučenec;45214210-5;2;1;SK032;0;Rekonštrukcia Základnej školy Vajanského 47, Lučenec;COSTRUO, spol. s r. o;slovakia;26-Jun-09;2009;1212460,6;0;invitation;lowest price
SK37808427;SK36394335;0,1524214;Žilinský samosprávny kraj;45214220-8;2;1;SK031;0;Stavebné úpravy - zvýšenie technického a energetického štandardu Strednej priemyselnej školy, Kysucké Nové Mesto;Mate, s. r. o;slovakia;13-May-09;2009;1206222,3;0;invitation;lowest price
SK00326283;SK31671152;0,1522973;Mesto Kežmarok;45211000-9;2;0;SK041;1;27-bytový dom, Košická 11, 13, 15, Kežmarok;RONDO, s. r. o., Kežmarok;slovakia;19-Feb-09;2009;1186528,9;0;invitation;lowest price
SK00325813;SK36191892;0,1516902;Mesto Strážske;45214210-5;2;1;SK042;1;Stavebné úpravy, modernizácia ZŠ, Strážske;Chemkostav, a. s., Michalovce;slovakia;26-Jun-09;2009;1075511,9;0;invitation;lowest price
SK00318001;SK31580637;0,1511581;Mesto Bojnice;45214100-1;2;1;SK022;0;Našim deťom - skvalitnenie vzdelávania na ZŠ a MŠ v Bojniciach prostredníctvom rekonštrukcie a modernizácie vybavenia;GLOBÁL, spol. s r. o;slovakia;16-Jan-09;2009;992351,98;0;invitation;lowest price
SK37801279;SK36392821;0,1511119;Katolícka univerzita v Ružomberku;45212412-7;2;1;SK031;0;Rozvoj vzdelávania na Katolíckej univerzite v Ružomberku pomocou zlepšenia IKT, laboratórnej a ubytovacej infraštruktúry;REKON, s. r. o;slovakia;2-Jul-09;2009;981239,92;0;invitation;lowest price
SK00656143;SK36803600;0,1510131;Obec Hosťová;45211000-9;2;0;SK023;0;Výstavba nájomných bytov v radovej zástavbe rodinných domov - 8 b. j. Hosťová;SCON s.r.o;slovakia;28-Dec-09;2009;418860,02;1;negotiation;lowest price
SK00329355;SK36670707;0,1507191;Obec Markušovce;45214210-5;2;1;SK042;0;Rekonštrukcia, modernizácia a zníženie energetickej náročnosti budovy Základnej školy v Markušovciach;ALLBUILD, s. r. o;slovakia;20-May-09;2009;923524,74;0;invitation;lowest price
SK00332861;SK36203611;0,1503433;Obec Soľ;45214210-5;2;1;SK041;1;Obnova a rekonštrukcia Základnej školy, Soľ;HS HSV, s. r. o;slovakia;16-Jun-09;2009;870648,83;0;invitation;lowest price
SK00320609;SK35974940;0,1501037;Obec Hliník nad Hronom;45214210-5;2;1;SK032;0;Rekonštrukcia, rozšírenie a modernizácia Základnej školy, Hliník nad Hronom;VESTAM COMPANY, s. r. o;slovakia;4-Apr-09;2009;837702,19;0;invitation;lowest price
SK00315494;SK35683066;0,1499875;Mesto Liptovský Hrádok;45214210-5;2;1;SK031;0;Stavebné úpravy Základnej školy na ulici J. D. Matejovie v Liptovskom Hrádku;EURO-BUILDING, a. s;slovakia;10-Apr-09;2009;822560,99;0;invitation;lowest price
SK37861298;SK35974940;0,1495904;Nitriansky samosprávny kraj;45214220-8;2;1;SK023;0;Modernizácia školy - nadstavba budovy ZSŠ hotelových služieb a obchodu Nové Zámky;VESTAM COMPANY, s. r. o;slovakia;25-Jun-09;2009;773664,34;0;invitation;lowest price
SK00331023;SK36203611;0,1495508;Mesto Svidník;45214210-5;2;1;SK041;1;Svidník, Základná škola, Ulica 8. mája - obnova a rekonštrukcia;HS HSV, s. r. o;slovakia;21-May-09;2009;768863,65;0;invitation;lowest price
SK00324868;SK36203611;0,1495136;Obec Veľká Ida;45214210-5;2;1;SK042;1;Rekonštrukcia základnej školy;HS HSV, s. r. o;slovakia;9-Jun-09;2009;764397,72;0;invitation;lowest price
SK00321231;SK36404322;0,1493124;Obec Dlhé Pole;45214100-1;2;1;SK031;0;Nadstavba a stavebné úpravy objektu ZŠ, Dlhé Pole;I. B. S., spol. s r. o;slovakia;5-May-09;2009;740640,9;0;invitation;lowest price
SK00331007;SK31663834;0,1492724;Mesto Stropkov;45215210-2;2;1;SK041;0;Rekonštrukcia ZŠ, Mlynská, Stropkov;STAVOTERM Michalovce, s. r. o;slovakia;9-Jun-09;2009;736007,86;0;invitation;lowest price
SK00323578;SK36502979;0,1490722;Obec Stakčín;45214200-2;2;1;SK041;0;Rekonštrukcia ZŠ a MŠ, Stakčín;Elaut BauMont, s. r. o;slovakia;6-Jun-09;2009;713255,68;0;invitation;lowest price
SK00309974;SK36328375;0,1490641;Mesto Senica;45214210-5;2;1;SK021;0;Rekonštrukcia a modernizácia II. základnej školy, Senica;HANT BA, a. s;slovakia;13-Mar-09;2009;712346,44;0;invitation;lowest price
SK00331970;SK36058939;0,1487791;Obec Streda nad Bodrogom;45214100-1;2;1;SK042;0;Zvýšenie štandardu vzdelávania v obci Streda nad Bodrogom;HrKo Holding, a.s;slovakia;22-Jul-09;2009;680519,45;0;invitation;lowest price
SK00691721;SK31736912;0,1478488;Obec Smižany;45212000-6;6;0;SK042;0;Rekonštrukcia kinosály a súvisiace stavebné práce spojené so zmenou využitia na viacúčelovú sálu;Širila, a. s;slovakia;18-Feb-09;2009;590470,3;0;invitation;price plus quality
SK00318256;SK35683066;0,147485;Obec Lehota pod Vtáčnikom;45214210-5;2;1;SK022;0;Generálna oprava a rekonštrukcia základnej školy;EURO-BUILDING, a. s;slovakia;17-Apr-09;2009;555485,34;0;invitation;lowest price
SK00314510;SK36405141;0,1460671;Obec Chlebnice;45214100-1;2;1;SK031;0;Obnova školského centra, Chlebnice;Real-Stav, spol. s r. o;slovakia;20-Feb-09;2009;446486,38;0;invitation;lowest price
SK00314404;SK36405141;0,1457119;Obec Bobrov;45214100-1;2;1;SK031;0;Stavebné úpravy a prístavba ZŠ s MŠ, Bobrov;Real-Stav, spol. s r. o;slovakia;20-Feb-09;2009;422286,48;0;invitation;lowest price
SK00306916;SK36557277;0,1433894;Obec Dolný Pial;45214210-5;2;1;SK023;0;Rekonštrukcia Základnej školy, Dolný Pial;STAVBA A INŽINIERING, s. r. o;slovakia;31-Mar-09;2009;292459,17;0;invitation;lowest price
SK17070775;SK31690360;0,1303543;Prešovská univerzita v Prešove - Rektorát;45214400-4;2;0;SK041;1;Rekonštrukcia bývalej ZŠ na ul. 17. novembra č. 15;DÚHA, a.s;slovakia;17-Dec-09;2009;4181061,1;1;open;lowest price
SK00603317;SK08986225;0,1301114;Mestská časť Bratislava - Nové Mesto;45110000-1;2;1;SK010;0;Revitalizácia verejného priestranstva - Nová Doba;Združenie Swietelsky;slovakia;14-Aug-09;2009;754832,06;1;open;lowest price
SK35947161;SK31606458;0,1297129;Regionálne cesty Bratislava a.s;45233221-4;2;0;SK01;0;Vodorovné dopravné značenie na cestách II. a III. triedy Bratislavského samosprávneho kraja;Saroute s.r.o;slovakia;30-Sep-09;2009;5133000;1;open;lowest price
SK00327646;SK36461733;0,1296755;Mesto Prešov;45214200-2;2;1;SK041;0;Rekonštrukcia ZŠ - Československej armády č. 22, Prešov;PKB, s. r. o;slovakia;21-May-09;2009;3601958,4;1;open;lowest price
SK00312037;SK31411908;0,1288882;Mesto Trenčín;45212172-2;2;0;SK022;1;Nová letná plaváreň;VOD - EKO a.s. Trenčín;slovakia;21-Oct-09;2009;4291163,6;1;open;lowest price
SK00325058;SK37885545;0,1288458;Obec Blatné Remety;45231300-8;2;1;SK042;1;Blatné Remety - Infraštruktúra;PehPLYN;slovakia;7-Jul-09;2009;2998875,3;1;open;lowest price
SK00313696;SK36168335;0,1279895;Obec Pohorelá;45232400-6;2;1;SK032;1;Pohorelá - splašková kanalizácia: II. stavba, III. stavba a IV. stavba;ARPROG, akciová spoločnosť, Poprad;slovakia;6-May-09;2009;3529666,5;1;open;lowest price
SK35919001;SK34112103;0,1279191;Národná diaľničná spoločnosť, a.s;45262620-3;2;0;SK03;0;Sanácia zárubného múru na D1 Ivachnová - Važec;ALPINE SLOVAKIA, spol. s r.o;slovakia;28-Aug-09;2009;466375,52;1;open;lowest price
SK00330086;SK36454290;0,1274238;Obec Nová Ľubovňa;45262700-8;2;1;SK041;0;Prístavba, nadstavba, stavebná úprava strechy telocvične, zateplenie telocvične a ZŠ v Novej Ľubovni;NOVSTAV SL s.r.o;slovakia;28-Jul-09;2009;419150,46;1;open;lowest price
SK00318396;SK31631134;0,1273939;Obec Oslany;45252100-9;2;1;SK022;1;ČOV 2200 E.O. a splašková kanalizácia Oslany;COMBIN BANSKÁ ŠTIAVNICA, s.r.o;slovakia;16-Jul-09;2009;5338788,9;1;invitation;lowest price
SK00003328;SK31651518;0,1268137;Slovenská správa ciest;45000000-7;2;0;SK041;1;I/18 a II/68 Prešov - Námestie mieru - križovatka;EUROVIA - Cesty, a. s;slovakia;14-Apr-09;2009;2723575,9;1;open;lowest price
SK00328758;SK17320429;0,126241;Mesto Rožňava;45000000-7;2;0;SK042;0;Multifunkčná telocvičňa, Gymnázium - Rožňava;INGSTEEL spol. s.r.o;slovakia;29-Sep-09;2009;1687319,4;1;open;lowest price
SK00314684;SK36390151;0,1259052;Obec Nižná;45111300-1;2;1;SK031;0;Rekonštrukcia a revitalizácia objektu areálu ZŠ a MŠ v Nižnej na Orave stavebná časť;OMOSS, spol. s r. o;slovakia;15-Jun-09;2009;426546,32;1;open;lowest price
SK00151866;SK36028606;0,1258759;Ministerstvo vnútra Slovenskej republiky;45261410-1;2;0;SK01;0;Bratislava, Romanova 37, rekonštrukcia objektu, I. etapa, rekonštrukcia striech;PR QUERKUS, s. r. o;slovakia;26-May-09;2009;423808,23;1;open;lowest price
SK00327646;SK31690360;0,1257787;Mesto Prešov;45214200-2;2;1;SK041;0;Rekonštrukcia a modernizácia ZŠ - Kúpeľná 2, Prešov;DÚHA, a. s;slovakia;16-Jun-09;2009;1530545,2;1;open;lowest price
SK00698393;SK18046428;0,1257452;Generálny investor Bratislavy (GIB);45211000-9;2;0;SK01;1;Bytové domy - obj. č. 1 a č. 2, ulica Pri kríži, Bratislava - Dúbravka, v MČ Bratislava - Dúbravka;OTYK invest, s.r.o;slovakia;15-Jul-09;2009;2153906;1;open;lowest price
SK37936859;SK17317282;0,1256339;Správa a údržba ciest Prešovského samosprávneho k;45230000-8;2;1;SK041;1;Rozvoj cestnej infraštruktúry medzi okresmi Krosno - Jaslo - Bardejov;"Združenie Krosno-Jaslo-STRABAG-C.M.R.""""";slovakia;24-Nov-09;2009;1484120,9;1;open;lowest price
SK00318051;SK36797006;0,125498;Obec Diviacka Nová Ves;45211300-2;4;0;SK02;0;Bytová výstavba, parc. č. 612/1, 612/33, Diviacka Nová Ves;TO-MY-STAV, s. r. o., stavebno-obchodná činnosť, Ing.;slovakia;15-May-09;2009;2042101,7;1;open;price plus quality
SK00003328;SK31333320;0,1254465;Slovenská správa ciest;45221111-3;2;0;SK031;0;I/18 Liptovská Osada - most 046;Doprastav a.s., Bratislava;slovakia;26-Nov-09;2009;386053,07;1;open;lowest price
SK00313114;SK34112103;0,1254412;Mesto Trnava;45223300-9;2;0;SK021;1;Rozšírenie parkovacích miest na sídlisku na Hlinách v Trnave;Alpine Slovakia, s. r. o;slovakia;27-Jun-09;2009;385218,58;1;open;lowest price
SK00314081;SK36382604;0,1251985;Obec Kysucký Lieskovec;45211000-9;2;0;SK031;0;Novostavba bytového domu, 22 b. j., Kysucký Lieskovec;SLUŽBY Kysucký Lieskovec s.r.o;slovakia;11-Nov-09;2009;1348776,4;1;open;lowest price
SK00151866;SK35684615;0,1250559;Ministerstvo vnútra Slovenskej republiky;45261410-1;2;0;SK023;0;Topoľčianky ÚS MV SR, rekonštrukcia striech;VYPUSTA, s. r. o;slovakia;31-Aug-09;2009;352898,26;1;open;lowest price
SK00318353;SK36326372;0,1249626;Obec Nitrianske Sučany;45211300-2;4;0;SK02;0;Bytová výstavba parc. č. 973/16 Nitrianske Sučany;SI. TO. RO., s. r. o;slovakia;13-May-09;2009;1815569,9;1;open;price plus quality
SK37808427;SK31333320;0,1248271;Žilinský samosprávny kraj;45233223-8;2;1;SK031;1;Skvalitnenie dopravnej infraštruktúry v historickom regióne Horné Považie;DOPRASTAV, a.s;slovakia;29-Sep-09;2009;1236891,4;1;open;lowest price
SK00309524;SK35683066;0,1245793;Mesto Gbely;45000000-7;2;1;SK021;0;Stavebné úpravy ZŠ s MŠ Gbely;EURO-BUILDING, a.s;slovakia;7-Jul-09;2009;1174921;1;open;lowest price
SK37936859;SK31651518;0,1239649;SPRÁVA A ÚDRŽBA CIEST PREŠOVSKÉHO SAMOSPRÁVNEHO K;45233223-8;2;0;SK041;0;Modernizácia úsekov ciest II. a III. triedy v správe SÚC PSK, oblasť Prešov, technológiou hutnených asfaltových zmesí a súvisiace stavebné práce;EUROVIA - Cesty, a. s;slovakia;6-May-09;2009;1458292,4;1;open;lowest price
SK00311863;SK35683066;0,1238847;Mesto Nové Mesto nad Váhom;45214100-1;2;1;SK022;0;Rekonštrukcia a zateplenie MŠ Poľovnícka 12;EURO - BUILDING, a.s;slovakia;21-Oct-09;2009;1007658,6;1;open;lowest price
SK00329924;SK17320429;0,1237589;Obec Jakubany;45214210-5;2;1;SK041;1;Rekonštrukcia, obnova a modernizácia školských a vzdelávacích zariadení v obci Jakubany;INGSTEEL, spol. s r. o;slovakia;11-Sep-09;2009;978240,52;1;open;lowest price
SK00326585;SK36455849;0,1236026;Mesto Vysoké Tatry;45211000-9;2;0;SK041;1;Výstavba bytového domu v Hornom Smokovci - ZDRAVIE II;KRYPTON, s. r. o;slovakia;11-Jun-09;2009;1346759,1;1;open;lowest price
SK00156621;SK10975594;0,1231158;Ministerstvo pôdohospodárstva Slovenskej republiky;45233120-6;2;1;SK031;1;Realizácia spoločných zariadení a opatrení v obvode pozemkových úprav navrhnutých v projekte pozemkových úprav v katastrálnom území Melek, okres Nitra, kraj Nitra;Štefan Vlček VESTAM stavebná a montážna firma;slovakia;20-Jun-09;2009;852793,24;1;open;lowest price
SK37861298;SK34105620;0,1229518;Nitriansky samosprávny kraj;45233142-6;2;0;SK023;0;Rekonštrukcia križovatky ciest II/573, III/5085 a Družstevnej ulice Šaľa;INPEK, s.r.o;slovakia;18-Dec-09;2009;822619,81;1;open;lowest price
SK00304557;SK18046428;0,1229268;Mestská časť Bratislava - Rača;45212000-6;2;0;SK01;1;Rekonštrukcia Nemeckého kultúrneho domu;OTYK invest, s. r. o;slovakia;5-May-09;2009;818127,05;1;open;lowest price
SK37808427;SK31563732;0,1228818;Žilinský samosprávny kraj;45233223-8;2;1;SK031;1;Skvalitnenie dopravnej infraštruktúry v historickom regióne Orava;Cestné stavby Liptovský Mikuláš, spol. s r.o;slovakia;29-Sep-09;2009;806820,94;1;open;lowest price
SK00308692;SK34109919;0,1226677;Obec Žikava;45231000-5;2;1;SK023;0;Žikava - vodovod v obci a zásobné potrubie;ZLATNER, spol. s r. o;slovakia;11-Jun-09;2009;772862,59;1;open;lowest price
SK37808427;SK17317282;0,1225903;Žilinský samosprávny kraj;45233223-8;2;1;SK031;1;Skvalitnenie dopravnej infraštruktúry v historickom regióne Horné Považie;STRABAG, s.r.o;slovakia;29-Sep-09;2009;756798,51;1;open;lowest price
SK37808427;SK31333320;0,1222439;Žilinský samosprávny kraj;45233223-8;2;1;SK031;1;Skvalitnenie dopravnej infraštruktúry v historickom regióne Horné Považie;DOPRASTAV, a.s.,;slovakia;29-Sep-09;2009;701352,2;1;open;lowest price
SK00313904;SK31580645;0,1221993;Obec Valaská;45214210-5;2;1;SK032;0;IQ_ ZŠ Valaská - zabezpečenie energetických úspor;MIJAS, spol. s r. o;slovakia;18-Jun-09;2009;697316,66;1;open;lowest price
SK00399957;SK31355161;0,1221789;Ekonomická univerzita v Bratislave;45214700-7;2;0;SK01;0;Rekonštrukcia bloku D ŠD Horský park, Prokopa Veľkého 41, Bratislava;ZIPP Bratislava, spol. s r.o;slovakia;24-Nov-09;2009;986111,28;1;open;lowest price
SK00323021;SK37885499;0,1221544;Mesto Humenné;45214210-5;2;1;SK041;0;Stavebné úpravy Základnej školy na Pugačevovej ulici v Humennom;Združenie TERMOBEST;slovakia;13-Oct-09;2009;689077,34;1;open;lowest price
SK00314544;SK14167361;0,1217798;Obec Klin;45214210-5;2;1;SK022;0;Rekonštrukcia Základnej školy s Materskou školou Klin;Ing. František Jendroľ STAVPOČ;slovakia;12-Jun-09;2009;902457,67;1;open;lowest price
SK35919001;SK35802723;0,1217158;Národná diaľničná spoločnosť, a.s;45233000-9;2;0;SK01;0;Úprava odbočovacích a pripájacích pruhov na diaľnici D1 v úseku Senec - Trnava;Združenie SENEC-Trnava v zast. Trnavská stavebná spolo�;slovakia;13-May-09;2009;889855,73;1;open;lowest price
SK00309524;SK3161875;0,12162;Mesto Gbely;45000000-7;2;1;SK021;0;Zberný dvor odpadov Gbely;AGS spol. s r.o;slovakia;21-Aug-09;2009;612157,91;1;open;lowest price
SK37936859;SK31651518;0,1215967;SPRÁVA A ÚDRŽBA CIEST PREŠOVSKÉHO SAMOSPRÁVNEHO K;45233223-8;2;0;SK041;0;Modernizácia úsekov ciest II. a III. triedy v správe SÚC PSK, oblasť Poprad, technológiou hutnených asfaltových zmesí a súvisiace stavebné práce;EUROVIA - Cesty, a. s;slovakia;6-May-09;2009;866880,05;1;open;lowest price
SK00313181;SK31581293;0,1215557;Obec Voderady;45233120-6;2;0;SK021;0;Rekonštrukcia miestnej komunikácie - Hlavná ulica;Staveko-SK, a.s;slovakia;15-Jul-09;2009;858247,97;1;open;lowest price
SK35919001;SK46342796;0,1213373;Národná diaľničná spoločnosť, a.s;45233000-9;2;0;SK02;1;Rýchlostná cesta R1 Šoporňa - Báb, protihlukové opatrenia;OHL ŽS, a. s;slovakia;21-Aug-09;2009;816416,81;1;open;lowest price
SK00304786;SK00896225;0,121245;Obec Ivanka pri Dunaji;45233161-5;2;1;SK01;1;3. etapa revitalizácie obce Ivanka pri Dunaji;SWIETELSKY - Slovakia, s.r.o;slovakia;17-Nov-09;2009;566031,5;1;open;lowest price
SK00151866;SK36465330;0,1211571;Ministerstvo vnútra Slovenskej republiky;45216111-5;2;0;SK041;0;Podolínec OO PZ, rekonštrukcia objektu;SLOVDACH, s. r. o;slovakia;21-Aug-09;2009;784724,45;1;open;lowest price
SK35919001;SK35802723;0,1211285;Národná diaľničná spoločnosť, a.s;45233000-9;2;0;SK01;0;Úprava odbočovacích a pripájacích pruhov na diaľnici D1 v úseku Bratislava - Senec;Združenei SENEC-BA v zast. Trnavská stavebná spoločnos;slovakia;14-May-09;2009;782165,85;1;open;lowest price
SK37936859;SK17317282;0,1211195;SPRÁVA A ÚDRŽBA CIEST PREŠOVSKÉHO SAMOSPRÁVNEHO K;45233223-8;2;0;SK041;1;Modernizácia úsekov ciest II. a III. triedy v správe SÚC PSK, oblasť Bardejov, technológiou hutnených asfaltových zmesí a súvisiace stavebné práce;STRABAG, s. r. o;slovakia;30-Apr-09;2009;779844,68;1;open;lowest price
